id_wycieczki,id_osoby,data_platnosci,ocena
166,533,2024-05-07,
166,2529,2024-04-09,4.0
166,1822,2024-04-24,5.0
166,2213,2024-03-29,
166,2144,2024-04-02,5.0
166,2007,2024-04-20,4.0
166,2818,2024-04-22,4.0
166,883,2024-05-03,
166,2124,2024-04-01,3.0
166,1654,2024-04-26,
166,958,2024-04-01,4.0
166,1765,2024-05-06,5.0
166,2738,2024-04-12,4.0
166,1284,2024-04-14,
166,1357,2024-05-09,5.0
166,1537,2024-04-25,5.0
166,1855,2024-05-04,5.0
166,1853,2024-03-30,
166,1300,2024-04-25,2.0
166,2391,2024-04-17,
166,536,2024-04-04,
166,2497,2024-04-28,5.0
166,2385,2024-04-28,
166,621,2024-03-31,5.0
166,1213,2024-05-04,5.0
166,1450,2024-05-11,3.0
166,662,2024-04-03,4.0
166,304,2024-04-16,5.0
167,2568,2024-04-07,5.0
167,1867,2024-05-11,5.0
167,202,2024-04-18,5.0
167,2950,2024-04-12,5.0
167,2380,2024-04-16,
167,1789,2024-04-08,
167,1296,2024-04-23,2.0
167,362,2024-04-22,
167,574,2024-05-01,4.0
167,1657,2024-05-04,1.0
167,26,2024-04-07,
167,2200,2024-04-27,
167,1911,2024-04-15,5.0
167,1478,2024-04-07,2.0
167,1074,2024-04-14,5.0
167,184,2024-04-30,2.0
167,2506,2024-04-28,5.0
167,1124,2024-04-03,
167,1576,2024-04-28,
167,2613,2024-04-27,5.0
167,1366,2024-04-25,5.0
167,1147,2024-05-11,5.0
167,1085,2024-04-08,2.0
167,1378,2024-04-07,4.0
167,1881,2024-04-10,5.0
167,159,2024-04-20,4.0
167,1262,2024-04-29,2.0
167,1175,2024-04-16,5.0
167,1004,2024-04-17,2.0
167,1301,2024-04-12,5.0
168,163,2024-04-28,
168,2580,2024-05-13,5.0
168,955,2024-04-24,5.0
168,2006,2024-04-17,5.0
168,2916,2024-05-09,5.0
168,2223,2024-05-15,5.0
168,3003,2024-05-09,5.0
168,93,2024-05-11,
168,2128,2024-04-18,5.0
168,187,2024-04-03,
168,2875,2024-04-07,4.0
168,48,2024-04-08,3.0
168,99,2024-04-21,
168,1021,2024-04-08,
168,1358,2024-05-02,5.0
168,1853,2024-05-06,
168,319,2024-04-27,1.0
168,1259,2024-05-01,5.0
168,2356,2024-04-18,
168,982,2024-04-18,
168,1732,2024-04-28,3.0
168,91,2024-04-26,
168,2279,2024-04-25,5.0
168,2394,2024-04-30,5.0
168,166,2024-04-07,5.0
168,4,2024-04-14,2.0
168,2629,2024-05-02,
168,2835,2024-05-16,5.0
168,1946,2024-05-13,5.0
168,963,2024-05-10,5.0
168,2604,2024-05-07,
168,450,2024-05-06,5.0
168,2159,2024-04-10,5.0
168,117,2024-04-08,1.0
168,767,2024-04-23,5.0
169,1415,2024-05-11,
169,1845,2024-05-03,4.0
169,2573,2024-04-28,4.0
169,2839,2024-04-14,5.0
169,2230,2024-05-02,5.0
169,2955,2024-05-09,5.0
169,2339,2024-04-29,4.0
169,771,2024-05-07,3.0
169,2592,2024-04-11,
169,292,2024-05-03,4.0
169,1054,2024-04-08,
169,3024,2024-04-15,5.0
169,393,2024-04-28,4.0
169,2667,2024-05-05,3.0
169,2298,2024-04-06,4.0
169,480,2024-05-09,3.0
169,2997,2024-04-22,5.0
169,1410,2024-05-14,
169,829,2024-04-07,
169,2591,2024-05-12,5.0
169,1637,2024-05-15,
169,269,2024-05-09,
169,2710,2024-05-18,4.0
169,531,2024-05-18,4.0
169,1990,2024-04-25,3.0
169,2612,2024-05-12,5.0
169,1353,2024-04-09,4.0
169,2349,2024-05-02,2.0
169,444,2024-04-10,5.0
169,1929,2024-05-01,5.0
169,1872,2024-05-08,1.0
169,1833,2024-04-05,
169,2743,2024-04-13,2.0
169,2876,2024-04-08,4.0
169,1244,2024-05-15,
170,1102,2024-04-22,4.0
170,258,2024-05-18,
170,1626,2024-05-01,5.0
170,2531,2024-04-07,4.0
170,1887,2024-04-20,2.0
170,1517,2024-04-04,5.0
170,928,2024-04-04,4.0
170,383,2024-05-06,1.0
170,1572,2024-05-08,5.0
170,27,2024-04-18,4.0
170,67,2024-05-13,
170,1097,2024-05-18,2.0
170,2780,2024-04-26,3.0
170,606,2024-04-24,3.0
170,52,2024-04-13,5.0
170,1211,2024-04-15,4.0
170,1820,2024-04-18,4.0
170,1379,2024-04-09,3.0
170,484,2024-04-10,4.0
170,2282,2024-04-18,5.0
170,1598,2024-05-16,3.0
170,420,2024-05-05,5.0
170,784,2024-05-05,3.0
170,2681,2024-05-12,2.0
170,2187,2024-05-12,5.0
170,425,2024-04-20,5.0
170,242,2024-04-09,4.0
170,1196,2024-05-18,5.0
170,2211,2024-04-08,
170,2021,2024-04-21,5.0
170,2617,2024-05-12,5.0
171,31,2024-05-17,5.0
171,1510,2024-04-25,5.0
171,634,2024-05-15,5.0
171,3097,2024-05-14,4.0
171,709,2024-04-22,1.0
171,951,2024-05-19,
171,335,2024-05-05,5.0
171,309,2024-05-11,5.0
171,1568,2024-04-06,
171,2572,2024-04-25,5.0
171,1074,2024-04-13,
171,2934,2024-04-24,3.0
171,1169,2024-04-06,5.0
171,280,2024-05-10,2.0
171,1446,2024-05-09,4.0
171,960,2024-05-21,
171,1856,2024-05-07,4.0
171,748,2024-04-06,3.0
171,2705,2024-04-19,1.0
171,1104,2024-05-04,
171,2232,2024-05-14,5.0
171,559,2024-05-01,5.0
171,1710,2024-05-14,5.0
171,2730,2024-05-10,4.0
171,1983,2024-04-16,5.0
171,3007,2024-04-08,5.0
171,2930,2024-04-30,2.0
171,112,2024-04-13,
171,2275,2024-05-08,3.0
171,73,2024-05-20,2.0
171,2764,2024-05-09,4.0
171,934,2024-05-13,5.0
171,2731,2024-05-12,
171,1512,2024-05-17,
172,1571,2024-05-05,5.0
172,441,2024-04-16,
172,1096,2024-05-07,4.0
172,2075,2024-04-30,5.0
172,1744,2024-05-10,
172,865,2024-04-30,4.0
172,704,2024-05-08,
172,1875,2024-05-04,5.0
172,2442,2024-05-04,4.0
172,2350,2024-04-15,4.0
172,2753,2024-05-13,
172,1558,2024-05-07,5.0
172,624,2024-04-26,5.0
172,2348,2024-04-21,1.0
172,1227,2024-05-16,5.0
172,1981,2024-05-14,4.0
172,2125,2024-04-26,2.0
172,3083,2024-05-10,5.0
172,1123,2024-05-14,5.0
172,1113,2024-04-24,2.0
172,527,2024-04-17,4.0
172,2307,2024-05-15,
172,2252,2024-04-30,5.0
172,1109,2024-05-06,2.0
172,2428,2024-04-24,
172,118,2024-04-10,5.0
172,2185,2024-04-28,4.0
172,676,2024-05-20,5.0
172,2376,2024-04-26,
172,1226,2024-04-27,5.0
172,1203,2024-04-30,
172,2227,2024-05-10,
172,1341,2024-05-08,4.0
172,2509,2024-05-04,
172,260,2024-04-16,
172,2030,2024-04-16,
172,116,2024-05-02,5.0
172,2881,2024-05-16,
172,3085,2024-04-27,5.0
172,274,2024-04-19,
172,751,2024-05-04,
172,2855,2024-05-08,2.0
172,690,2024-05-12,5.0
172,1453,2024-05-14,5.0
172,2525,2024-04-16,
172,2829,2024-05-02,5.0
173,2301,2024-04-12,5.0
173,2847,2024-05-05,3.0
173,2511,2024-05-08,
173,489,2024-05-12,
173,562,2024-04-13,2.0
173,867,2024-05-04,5.0
173,2507,2024-05-11,2.0
173,3139,2024-05-09,3.0
173,1909,2024-05-21,5.0
173,1621,2024-05-22,2.0
173,1748,2024-05-07,5.0
173,1784,2024-05-23,4.0
173,2725,2024-04-18,
173,292,2024-05-14,
173,1186,2024-04-29,5.0
173,1657,2024-05-01,
173,2864,2024-04-13,
173,1139,2024-05-04,5.0
173,1629,2024-04-21,5.0
173,999,2024-04-11,3.0
173,1789,2024-05-23,5.0
173,2615,2024-04-26,4.0
173,89,2024-05-21,1.0
173,2091,2024-05-02,2.0
173,2165,2024-05-18,5.0
173,723,2024-04-15,2.0
173,2177,2024-05-18,5.0
173,1714,2024-05-06,4.0
173,1631,2024-04-22,
173,3128,2024-04-29,
173,1299,2024-04-18,
173,1073,2024-04-18,4.0
173,1509,2024-05-08,5.0
173,2186,2024-04-22,
173,551,2024-05-11,
173,1405,2024-04-14,5.0
173,1871,2024-05-10,3.0
173,1539,2024-05-08,
173,3156,2024-05-19,5.0
173,851,2024-04-17,3.0
173,689,2024-04-19,
173,2489,2024-04-24,4.0
173,2692,2024-04-25,3.0
173,2930,2024-05-16,
173,798,2024-05-11,
173,144,2024-04-23,4.0
173,406,2024-04-12,5.0
173,1439,2024-05-08,3.0
174,12,2024-04-14,5.0
174,981,2024-04-16,5.0
174,1260,2024-05-21,4.0
174,1362,2024-05-20,
174,1501,2024-05-18,
174,2801,2024-05-17,
174,2861,2024-04-21,
174,2279,2024-05-02,3.0
174,1186,2024-05-09,
174,2969,2024-05-13,5.0
174,267,2024-04-13,
174,2372,2024-05-04,
174,1931,2024-05-04,
174,3019,2024-05-04,2.0
174,2513,2024-05-23,5.0
174,2788,2024-04-19,
174,1457,2024-04-22,5.0
174,212,2024-05-12,1.0
174,2092,2024-04-11,4.0
174,510,2024-04-28,
174,677,2024-05-19,5.0
174,949,2024-04-10,2.0
174,2355,2024-04-14,5.0
174,6,2024-04-09,1.0
174,2490,2024-04-17,4.0
174,168,2024-04-30,5.0
174,820,2024-05-22,2.0
174,515,2024-05-11,1.0
174,1554,2024-04-28,5.0
174,1824,2024-05-11,5.0
174,1434,2024-04-24,
174,2377,2024-05-14,5.0
174,30,2024-04-21,
174,306,2024-05-17,2.0
174,461,2024-05-18,3.0
174,1845,2024-05-12,5.0
174,2277,2024-05-01,4.0
174,1624,2024-05-23,
174,2746,2024-05-09,4.0
174,161,2024-04-21,5.0
174,2108,2024-04-09,5.0
174,1310,2024-04-25,
175,1299,2024-05-03,
175,2626,2024-04-30,2.0
175,2211,2024-05-20,
175,655,2024-04-16,
175,1290,2024-04-26,5.0
175,1613,2024-05-16,5.0
175,1026,2024-04-20,5.0
175,1136,2024-05-17,
175,563,2024-04-26,5.0
175,433,2024-05-16,
175,2712,2024-05-19,5.0
175,1769,2024-05-22,
175,2468,2024-05-26,4.0
175,1154,2024-05-10,5.0
175,886,2024-05-14,4.0
175,2777,2024-05-22,2.0
175,1177,2024-04-27,2.0
175,1599,2024-05-28,3.0
175,1337,2024-05-19,3.0
175,1806,2024-05-21,5.0
175,245,2024-04-17,
175,311,2024-05-16,2.0
175,2506,2024-04-26,2.0
175,630,2024-04-16,5.0
175,895,2024-05-19,
175,1510,2024-05-26,1.0
175,1899,2024-05-07,5.0
175,236,2024-05-04,5.0
175,1043,2024-05-12,5.0
175,126,2024-05-07,5.0
175,207,2024-05-09,5.0
175,791,2024-04-14,3.0
175,2374,2024-04-18,
176,1154,2024-04-14,5.0
176,1666,2024-05-14,4.0
176,1186,2024-05-11,5.0
176,81,2024-04-18,5.0
176,517,2024-04-20,
176,670,2024-05-02,
176,2177,2024-05-12,5.0
176,853,2024-05-13,
176,1358,2024-05-15,
176,1289,2024-05-19,1.0
176,1993,2024-04-17,5.0
176,757,2024-04-14,5.0
176,58,2024-05-01,3.0
176,1126,2024-05-18,
176,1592,2024-04-27,4.0
176,1773,2024-05-19,4.0
176,2181,2024-04-22,
176,729,2024-04-17,5.0
176,266,2024-05-07,
176,2496,2024-04-17,5.0
176,1065,2024-04-14,2.0
176,2020,2024-05-23,
176,1837,2024-05-22,4.0
176,916,2024-05-03,5.0
176,275,2024-04-28,2.0
176,2309,2024-04-26,5.0
176,2837,2024-05-06,3.0
176,2264,2024-04-27,
176,2400,2024-05-29,4.0
176,546,2024-04-18,4.0
176,2137,2024-05-25,5.0
176,2569,2024-04-26,5.0
176,2666,2024-04-14,5.0
176,3087,2024-05-15,5.0
176,522,2024-05-13,2.0
177,573,2024-05-10,5.0
177,317,2024-05-26,4.0
177,1391,2024-05-01,5.0
177,1780,2024-05-27,
177,2054,2024-05-11,5.0
177,2794,2024-04-17,5.0
177,30,2024-05-13,4.0
177,2756,2024-04-29,2.0
177,2921,2024-05-04,
177,1234,2024-05-01,2.0
177,709,2024-05-17,5.0
177,1486,2024-05-10,3.0
177,1310,2024-05-20,4.0
177,365,2024-05-26,5.0
177,1013,2024-05-14,4.0
177,1289,2024-04-27,
177,3198,2024-05-27,3.0
177,2507,2024-05-12,5.0
177,313,2024-04-20,2.0
177,2877,2024-05-24,3.0
177,227,2024-05-29,4.0
177,2421,2024-05-07,5.0
177,791,2024-04-18,
177,2001,2024-05-02,5.0
177,409,2024-04-23,
177,1552,2024-05-17,4.0
177,1381,2024-05-21,
177,69,2024-05-10,2.0
177,347,2024-05-16,5.0
177,462,2024-04-23,4.0
177,3242,2024-05-20,2.0
177,455,2024-05-26,5.0
177,1360,2024-05-13,4.0
177,3182,2024-04-19,
177,2017,2024-04-21,4.0
177,1223,2024-04-20,5.0
177,616,2024-05-26,
177,430,2024-04-16,3.0
177,2526,2024-04-28,5.0
177,1779,2024-05-11,5.0
177,2792,2024-05-10,
177,2131,2024-05-21,2.0
177,1208,2024-04-29,
178,1977,2024-04-28,4.0
178,814,2024-05-13,5.0
178,543,2024-04-17,
178,3020,2024-05-02,5.0
178,2785,2024-05-31,3.0
178,412,2024-05-28,
178,1633,2024-05-02,5.0
178,1060,2024-04-28,5.0
178,1218,2024-05-17,
178,1503,2024-04-21,
178,2599,2024-04-19,
178,79,2024-05-04,
178,2320,2024-05-07,
178,1443,2024-04-21,5.0
178,1094,2024-04-18,
178,95,2024-05-04,3.0
178,3240,2024-05-13,2.0
178,437,2024-05-19,3.0
178,690,2024-04-27,5.0
178,2744,2024-04-20,2.0
178,901,2024-04-29,4.0
178,454,2024-05-27,1.0
178,1970,2024-05-07,
178,1544,2024-05-24,
178,2844,2024-04-24,
178,1973,2024-05-06,5.0
178,2755,2024-04-29,5.0
178,1744,2024-05-31,4.0
178,1657,2024-05-29,
178,1663,2024-05-22,3.0
178,2899,2024-04-26,
178,2707,2024-05-01,5.0
178,1516,2024-05-13,
178,2117,2024-05-02,4.0
178,1062,2024-05-06,
178,1174,2024-05-07,5.0
178,1641,2024-05-31,5.0
178,335,2024-04-18,
178,851,2024-05-08,
178,2968,2024-05-14,4.0
178,550,2024-05-27,5.0
178,3189,2024-05-11,5.0
178,2898,2024-04-19,4.0
178,2765,2024-04-26,
179,1856,2024-04-21,
179,306,2024-05-13,3.0
179,697,2024-06-04,4.0
179,771,2024-04-30,
179,174,2024-05-10,2.0
179,679,2024-05-26,2.0
179,393,2024-05-15,
179,2447,2024-05-21,
179,161,2024-05-24,
179,2479,2024-05-24,4.0
179,1784,2024-05-06,4.0
179,3128,2024-05-25,5.0
179,653,2024-04-23,5.0
179,3299,2024-05-16,2.0
179,2300,2024-05-03,
179,2435,2024-05-16,5.0
179,1775,2024-06-03,2.0
179,2024,2024-06-02,4.0
179,1470,2024-04-28,5.0
179,1281,2024-05-03,
179,1928,2024-05-15,4.0
179,227,2024-06-02,4.0
179,2474,2024-05-29,
179,1134,2024-05-06,
179,2233,2024-04-29,
179,3278,2024-05-12,2.0
179,1521,2024-04-22,5.0
179,780,2024-05-31,2.0
179,71,2024-05-04,
179,882,2024-05-17,
179,1596,2024-05-20,
179,3205,2024-04-20,5.0
179,2901,2024-05-08,2.0
179,2043,2024-04-20,4.0
179,1454,2024-05-14,5.0
179,992,2024-04-21,2.0
179,1126,2024-06-01,4.0
179,1205,2024-05-02,5.0
179,1602,2024-04-30,
179,3119,2024-06-04,
179,2586,2024-05-30,
179,661,2024-05-21,2.0
179,2582,2024-04-20,5.0
179,1713,2024-05-06,5.0
179,891,2024-05-16,5.0
179,2656,2024-05-28,5.0
179,2485,2024-05-15,2.0
180,1223,2024-05-01,5.0
180,178,2024-05-19,5.0
180,462,2024-05-15,1.0
180,3106,2024-06-05,5.0
180,755,2024-04-27,4.0
180,1364,2024-04-23,
180,3235,2024-04-22,5.0
180,903,2024-05-19,3.0
180,3006,2024-05-14,4.0
180,1468,2024-05-03,5.0
180,1418,2024-05-11,5.0
180,627,2024-05-07,2.0
180,1716,2024-05-05,
180,1079,2024-05-06,2.0
180,1270,2024-04-24,2.0
180,2128,2024-05-18,4.0
180,344,2024-04-28,4.0
180,566,2024-06-06,3.0
180,532,2024-04-22,
180,1570,2024-05-27,5.0
180,1545,2024-04-26,4.0
180,2966,2024-05-28,1.0
180,158,2024-06-06,5.0
180,2530,2024-05-29,5.0
180,1783,2024-05-30,3.0
180,2642,2024-06-03,5.0
180,264,2024-05-11,2.0
180,653,2024-05-17,5.0
180,528,2024-05-23,3.0
180,966,2024-05-29,5.0
180,1063,2024-05-12,5.0
180,2242,2024-04-30,
180,175,2024-04-28,4.0
180,2071,2024-04-25,4.0
180,2260,2024-06-06,5.0
180,2339,2024-05-13,5.0
180,2126,2024-06-02,4.0
180,3209,2024-04-22,4.0
180,2284,2024-05-22,5.0
180,2773,2024-05-14,1.0
181,2696,2024-04-24,4.0
181,2102,2024-05-23,5.0
181,93,2024-05-14,1.0
181,2031,2024-05-04,
181,1090,2024-06-06,3.0
181,245,2024-05-16,
181,1448,2024-05-12,3.0
181,1557,2024-06-07,2.0
181,3024,2024-06-01,3.0
181,1175,2024-05-05,2.0
181,2383,2024-05-11,
181,3181,2024-05-13,
181,1808,2024-05-07,
181,2561,2024-05-18,
181,2661,2024-05-10,5.0
181,1313,2024-05-24,5.0
181,2403,2024-05-03,5.0
181,1006,2024-05-08,1.0
181,2104,2024-05-08,
181,1897,2024-04-24,5.0
181,1015,2024-05-02,5.0
181,1912,2024-06-04,2.0
181,1295,2024-05-26,
181,1986,2024-05-03,4.0
181,1359,2024-05-23,5.0
181,3265,2024-06-08,1.0
181,3361,2024-05-17,4.0
181,421,2024-05-14,4.0
181,1922,2024-05-18,5.0
181,3095,2024-05-18,5.0
181,2128,2024-06-01,
181,1915,2024-05-15,1.0
181,103,2024-04-26,5.0
181,347,2024-05-06,1.0
181,3359,2024-05-26,5.0
181,2444,2024-05-09,
181,472,2024-06-08,
181,1273,2024-05-23,
181,2724,2024-05-24,5.0
181,452,2024-06-01,5.0
181,486,2024-06-08,
181,543,2024-05-10,
181,3247,2024-06-04,
181,592,2024-04-30,
181,476,2024-05-14,5.0
181,473,2024-06-01,5.0
181,1661,2024-05-15,
181,1189,2024-05-30,
182,3107,2024-06-03,4.0
182,882,2024-06-05,5.0
182,1037,2024-06-04,5.0
182,2284,2024-05-19,
182,3308,2024-04-28,
182,1683,2024-05-24,
182,501,2024-05-10,4.0
182,1216,2024-05-21,2.0
182,1811,2024-05-03,2.0
182,1473,2024-05-05,5.0
182,2547,2024-05-12,2.0
182,2085,2024-06-08,5.0
182,3259,2024-05-10,
182,1517,2024-05-03,4.0
182,438,2024-04-30,5.0
182,3018,2024-05-03,4.0
182,2710,2024-05-10,
182,871,2024-04-26,2.0
182,1795,2024-05-27,4.0
182,1249,2024-05-12,
182,2022,2024-06-02,
182,409,2024-05-15,
182,1498,2024-05-28,4.0
182,1653,2024-05-13,
182,1700,2024-04-27,
182,2584,2024-05-06,5.0
182,3361,2024-05-05,5.0
182,3331,2024-05-06,5.0
182,1123,2024-05-22,5.0
182,1294,2024-05-14,5.0
182,2770,2024-05-05,5.0
182,3230,2024-05-31,5.0
182,3146,2024-04-29,2.0
182,2098,2024-05-28,4.0
182,762,2024-05-05,
182,2802,2024-05-01,2.0
182,530,2024-05-04,5.0
182,1841,2024-05-07,1.0
182,672,2024-05-15,3.0
182,576,2024-06-07,3.0
182,216,2024-05-21,2.0
183,721,2024-05-28,5.0
183,2425,2024-06-10,5.0
183,3350,2024-05-28,4.0
183,3431,2024-06-06,4.0
183,2307,2024-06-07,
183,3395,2024-05-18,5.0
183,1640,2024-05-02,5.0
183,700,2024-05-26,2.0
183,2661,2024-05-23,4.0
183,772,2024-06-05,5.0
183,2027,2024-05-14,5.0
183,747,2024-05-22,
183,3213,2024-05-16,
183,2365,2024-06-10,5.0
183,1343,2024-05-30,5.0
183,2063,2024-05-27,2.0
183,1837,2024-05-12,
183,1736,2024-05-06,
183,1217,2024-06-09,
183,2884,2024-05-20,2.0
183,2478,2024-05-30,5.0
183,2794,2024-05-22,2.0
183,3441,2024-05-01,5.0
183,1628,2024-05-13,
183,500,2024-05-02,2.0
183,1384,2024-05-12,
183,2515,2024-05-23,5.0
183,979,2024-05-10,5.0
183,2212,2024-04-28,2.0
183,2177,2024-05-28,5.0
183,1274,2024-05-28,5.0
183,3191,2024-05-19,5.0
183,258,2024-05-27,
184,2829,2024-06-06,4.0
184,3019,2024-06-10,2.0
184,646,2024-05-24,
184,2708,2024-05-28,
184,2172,2024-06-07,3.0
184,1792,2024-05-15,5.0
184,2416,2024-05-19,3.0
184,3135,2024-05-25,5.0
184,266,2024-06-07,5.0
184,2271,2024-06-01,3.0
184,2662,2024-06-01,3.0
184,2285,2024-05-20,3.0
184,2871,2024-06-10,5.0
184,760,2024-05-07,5.0
184,1178,2024-06-02,5.0
184,1861,2024-06-09,
184,2552,2024-04-30,2.0
184,755,2024-06-11,4.0
184,952,2024-06-10,5.0
184,2032,2024-05-12,2.0
184,476,2024-05-14,3.0
184,2409,2024-06-08,
184,2597,2024-05-18,4.0
184,2497,2024-05-09,5.0
184,219,2024-05-09,4.0
184,846,2024-06-10,5.0
184,3425,2024-06-06,2.0
184,1067,2024-06-12,3.0
184,390,2024-05-13,
184,3446,2024-05-06,1.0
184,3227,2024-06-12,4.0
184,2901,2024-05-06,4.0
184,7,2024-05-01,5.0
184,1986,2024-06-09,
184,930,2024-06-03,
184,32,2024-06-10,3.0
184,694,2024-05-19,5.0
184,167,2024-05-24,
184,1980,2024-05-21,2.0
184,823,2024-06-03,2.0
184,452,2024-05-12,5.0
184,2059,2024-05-28,
184,1509,2024-05-15,5.0
184,2657,2024-05-06,
184,3003,2024-05-25,5.0
184,393,2024-05-13,5.0
184,3277,2024-05-14,4.0
184,1901,2024-05-14,
184,341,2024-06-10,2.0
185,2543,2024-05-01,5.0
185,3352,2024-05-15,1.0
185,346,2024-05-17,5.0
185,2245,2024-06-11,
185,986,2024-05-13,5.0
185,846,2024-05-22,5.0
185,1037,2024-06-12,4.0
185,2088,2024-06-11,5.0
185,1004,2024-05-21,1.0
185,412,2024-06-02,5.0
185,1997,2024-05-03,5.0
185,697,2024-05-09,
185,2819,2024-05-08,3.0
185,2789,2024-05-03,5.0
185,1811,2024-05-01,4.0
185,637,2024-06-03,4.0
185,655,2024-06-05,
185,472,2024-05-29,
185,91,2024-05-12,
185,2766,2024-05-14,5.0
185,3282,2024-06-08,1.0
185,2638,2024-06-13,4.0
185,3317,2024-05-18,
185,2316,2024-05-14,4.0
185,1385,2024-05-10,
185,2905,2024-05-11,
185,1321,2024-05-01,4.0
185,1373,2024-05-29,
185,702,2024-05-08,5.0
185,1824,2024-05-19,4.0
185,269,2024-05-09,5.0
185,2557,2024-05-16,2.0
186,816,2024-06-12,2.0
186,1890,2024-05-11,5.0
186,599,2024-05-18,3.0
186,722,2024-06-05,5.0
186,2883,2024-06-03,5.0
186,2626,2024-06-01,
186,2547,2024-05-07,
186,40,2024-06-04,2.0
186,1416,2024-06-18,5.0
186,3438,2024-05-13,3.0
186,3423,2024-05-18,3.0
186,2780,2024-06-09,
186,3388,2024-05-27,5.0
186,1048,2024-05-27,5.0
186,3279,2024-05-25,4.0
186,562,2024-05-13,5.0
186,2681,2024-05-11,
186,1700,2024-06-02,5.0
186,1195,2024-05-07,4.0
186,1560,2024-06-15,5.0
186,2191,2024-05-07,5.0
186,3171,2024-05-22,4.0
186,3217,2024-05-08,
186,1439,2024-06-16,
186,968,2024-05-15,
186,258,2024-05-21,1.0
186,908,2024-05-28,5.0
186,190,2024-05-23,4.0
186,3275,2024-06-18,5.0
186,966,2024-05-17,5.0
186,210,2024-06-04,4.0
186,1928,2024-06-10,5.0
187,2730,2024-05-22,3.0
187,1614,2024-05-15,5.0
187,2680,2024-06-07,5.0
187,3092,2024-06-07,
187,172,2024-05-31,2.0
187,449,2024-05-18,
187,3160,2024-06-07,5.0
187,3384,2024-06-02,
187,295,2024-06-01,4.0
187,482,2024-05-30,
187,2276,2024-05-25,1.0
187,3138,2024-05-30,4.0
187,98,2024-05-08,5.0
187,2378,2024-06-04,1.0
187,385,2024-06-01,5.0
187,669,2024-06-04,
187,2013,2024-06-12,1.0
187,774,2024-06-18,1.0
187,2007,2024-05-12,3.0
187,1664,2024-06-03,
187,2711,2024-06-14,5.0
187,3289,2024-06-20,
187,3106,2024-05-29,2.0
187,2916,2024-05-20,5.0
187,2221,2024-06-09,5.0
187,1006,2024-05-22,5.0
187,2620,2024-06-15,
187,2882,2024-05-12,
187,2694,2024-06-04,4.0
187,2644,2024-05-11,1.0
187,2521,2024-06-05,4.0
187,3597,2024-05-29,
187,3014,2024-05-30,2.0
187,1749,2024-06-01,
187,2596,2024-06-11,
187,1248,2024-06-01,
187,953,2024-06-14,1.0
187,2966,2024-05-21,
187,331,2024-05-18,5.0
187,3567,2024-05-11,5.0
187,845,2024-05-29,
187,2760,2024-06-15,2.0
187,783,2024-06-21,1.0
188,533,2024-06-16,
188,872,2024-05-27,3.0
188,2462,2024-06-18,1.0
188,2114,2024-06-02,4.0
188,3159,2024-06-04,5.0
188,187,2024-06-21,5.0
188,2741,2024-05-08,5.0
188,529,2024-06-13,1.0
188,431,2024-05-22,
188,1934,2024-05-13,2.0
188,2077,2024-05-08,4.0
188,1869,2024-05-26,4.0
188,389,2024-05-10,5.0
188,2634,2024-06-15,5.0
188,3533,2024-05-26,5.0
188,1659,2024-06-12,2.0
188,1052,2024-06-09,
188,2910,2024-05-18,
188,3205,2024-05-29,
188,1174,2024-06-13,4.0
188,3171,2024-05-26,
188,743,2024-05-11,5.0
188,3004,2024-06-12,3.0
188,1879,2024-06-15,4.0
188,513,2024-06-20,
188,3192,2024-06-13,
188,1710,2024-06-10,5.0
188,2228,2024-06-03,5.0
188,335,2024-05-25,
188,3121,2024-05-28,
188,1195,2024-06-16,
188,2898,2024-05-22,5.0
188,1504,2024-05-25,
189,223,2024-05-30,4.0
189,2155,2024-05-30,
189,2351,2024-06-14,5.0
189,3585,2024-05-31,
189,213,2024-05-29,5.0
189,2608,2024-06-07,
189,177,2024-05-15,3.0
189,663,2024-05-27,4.0
189,3455,2024-05-21,4.0
189,2749,2024-05-11,4.0
189,1621,2024-05-19,4.0
189,772,2024-05-14,5.0
189,1893,2024-06-07,1.0
189,2422,2024-06-10,1.0
189,1642,2024-05-18,5.0
189,3031,2024-05-27,
189,372,2024-06-04,2.0
189,2094,2024-05-30,5.0
189,3437,2024-05-30,
189,1551,2024-06-22,
189,1368,2024-05-25,
189,1322,2024-06-23,4.0
189,1990,2024-06-01,2.0
189,420,2024-05-22,5.0
189,93,2024-06-12,
189,1346,2024-05-16,5.0
189,1628,2024-06-06,
189,1793,2024-05-13,2.0
189,2222,2024-06-23,4.0
189,1474,2024-05-23,4.0
189,2030,2024-05-16,5.0
189,2852,2024-06-07,4.0
189,2115,2024-06-05,1.0
190,1706,2024-05-20,5.0
190,2647,2024-06-07,2.0
190,854,2024-06-26,2.0
190,2665,2024-05-14,5.0
190,998,2024-05-17,5.0
190,1283,2024-06-24,4.0
190,1384,2024-06-04,4.0
190,5,2024-05-17,5.0
190,1338,2024-05-23,2.0
190,2690,2024-06-07,
190,3277,2024-05-24,
190,2427,2024-05-25,3.0
190,3162,2024-05-28,3.0
190,2154,2024-05-13,5.0
190,3103,2024-06-05,2.0
190,519,2024-06-09,5.0
190,2094,2024-05-24,2.0
190,1717,2024-05-19,5.0
190,2733,2024-06-04,5.0
190,25,2024-05-26,2.0
190,2066,2024-05-30,5.0
190,2750,2024-05-26,3.0
190,2019,2024-05-16,
190,1840,2024-05-25,
190,108,2024-05-29,1.0
